ts_code,bond_short_name,publish_date,change_date,convert_price_initial,convertprice_bef,convertprice_aft
113040.SH,星宇转债,20210608,20210616,158.0,158.0,156.7
113041.SH,紫金转债,20201030,20201103,7.01,,
113041.SH,紫金转债,20210201,20210203,7.01,7.01,7.0
113042.SH,上银转债,20210121,20210122,11.03,,
113042.SH,上银转债,20210630,20210706,11.03,11.03,10.63
113042.SH,上银转债,20220702,20220708,11.03,10.63,10.23
113042.SH,上银转债,20230620,20230628,11.03,10.23,9.83
113042.SH,上银转债,20240620,20240627,11.03,9.83,9.37
113042.SH,上银转债,20241122,20241128,11.03,9.37,9.09
113042.SH,上银转债,20250606,20250612,11.03,9.09,8.87
113042.SH,上银转债,20251010,20251016,11.03,8.87,8.57
113042.SH,上银转债,20260602,20260608,11.03,8.57,8.35
113043.SH,财通转债,20201208,20201210,13.33,,
113043.SH,财通转债,20210602,20210607,13.33,13.33,13.13
113043.SH,财通转债,20220412,20220413,13.33,13.13,11.69
113043.SH,财通转债,20220614,20220620,13.33,11.69,11.49
113043.SH,财通转债,20230613,20230619,13.33,11.49,11.39
113043.SH,财通转债,20231016,20231020,13.33,11.39,11.34
113043.SH,财通转债,20240601,20240607,13.33,11.34,11.24
113043.SH,财通转债,20241217,20241224,13.33,11.24,11.19
113043.SH,财通转债,20250703,20250704,13.33,11.19,8.2
113043.SH,财通转债,20250718,20250725,13.33,8.2,8.09
113043.SH,财通转债,20251217,20251224,13.33,8.09,8.03
113043.SH,财通转债,20260627,20260706,13.33,8.03,7.98
113044.SH,大秦转债,20201210,20201211,7.66,,
113044.SH,大秦转债,20210701,20210708,7.66,7.66,7.18
113044.SH,大秦转债,20220630,20220707,7.66,7.18,6.7
113044.SH,大秦转债,20230706,20230713,7.66,6.7,6.22
113044.SH,大秦转债,20240704,20240711,7.66,6.22,5.84
113044.SH,大秦转债,20241017,20241024,7.66,5.84,5.71
113045.SH,环旭转债,20210302,20210304,20.25,,
113045.SH,环旭转债,20210601,20210603,20.25,20.25,19.75
113045.SH,环旭转债,20220607,20220613,20.25,19.75,19.49
113045.SH,环旭转债,20220720,20220721,20.25,19.49,19.52
113045.SH,环旭转债,20221208,20221209,20.25,19.52,19.5
113045.SH,环旭转债,20230524,20230530,20.25,19.5,19.07
113045.SH,环旭转债,20231128,20231129,20.25,19.07,19.06
113045.SH,环旭转债,20240530,20240605,20.25,19.06,18.79
113045.SH,环旭转债,20241106,20241107,20.25,18.79,18.84
113045.SH,环旭转债,20250103,20250106,20.25,18.84,18.83
113045.SH,环旭转债,20250530,20250606,20.25,18.83,18.6
113045.SH,环旭转债,20250830,20250902,20.25,18.6,18.59
113045.SH,环旭转债,20251114,20251117,20.25,18.59,18.58
113046.SH,金田转债,20210318,20210322,10.95,,
113046.SH,金田转债,20210617,20210623,10.95,10.95,10.75
113046.SH,金田转债,20220609,20220615,10.95,10.75,10.64
113046.SH,金田转债,20230608,20230614,10.95,10.64,10.55
113046.SH,金田转债,20240529,20240606,10.95,10.55,10.43
113046.SH,金田转债,20250605,20250613,10.95,10.43,10.32
113046.SH,金田转债,20260529,20260608,10.95,10.32,10.18
113047.SH,旗滨转债,20210407,20210409,13.15,,
113047.SH,旗滨转债,20210611,20210618,13.15,13.15,12.8
113047.SH,旗滨转债,20220520,20220527,13.15,12.8,12.0
113047.SH,旗滨转债,20220719,20220722,13.15,12.0,12.01
113047.SH,旗滨转债,20230630,20230707,13.15,12.01,11.76
113047.SH,旗滨转债,20240704,20240711,13.15,11.76,11.43
113047.SH,旗滨转债,20241226,20241227,13.15,11.43,6.16
113047.SH,旗滨转债,20250619,20250626,13.15,6.16,6.12
113047.SH,旗滨转债,20250705,20250708,13.15,6.12,5.43
113048.SH,晶科转债,20210421,20210423,6.75,,
113048.SH,晶科转债,20210619,20210621,6.75,6.75,5.48
113048.SH,晶科转债,20211021,20211027,6.75,5.48,5.46
113048.SH,晶科转债,20220708,20220715,6.75,5.46,5.45
113048.SH,晶科转债,20230228,20230301,6.75,5.45,5.26
113048.SH,晶科转债,20230629,20230705,6.75,5.26,5.25
113048.SH,晶科转债,20240606,20240614,6.75,5.25,5.24
113048.SH,晶科转债,20250627,20250703,6.75,5.24,5.21
113048.SH,晶科转债,20250924,20250925,6.75,5.21,4.5
113048.SH,晶科转债,20260625,20260701,6.75,4.5,4.47
113049.SH,长汽转债,20210608,20210610,38.39,,
113049.SH,长汽转债,20210910,20210910,38.39,38.39,38.3
113049.SH,长汽转债,20211015,20211021,38.39,38.3,38.0
113049.SH,长汽转债,20211111,20211111,38.39,38.0,38.01
113049.SH,长汽转债,20220516,20220520,38.39,38.01,37.89
113049.SH,长汽转债,20220624,20220627,38.39,37.89,37.84
113049.SH,长汽转债,20220721,20220722,38.39,37.84,38.0
113049.SH,长汽转债,20220812,20220815,38.39,38.0,38.14
113049.SH,长汽转债,20221227,20221228,38.39,38.14,39.47
113049.SH,长汽转债,20230111,20230112,38.39,39.47,39.76
113049.SH,长汽转债,20230311,20230314,38.39,39.76,40.44
113049.SH,长汽转债,20230609,20230612,38.39,40.44,40.4
113049.SH,长汽转债,20230707,20230713,38.39,40.4,40.09
113049.SH,长汽转债,20231010,20231011,38.39,40.09,40.08
113049.SH,长汽转债,20240222,20240223,38.39,40.08,39.93
113049.SH,长汽转债,20240522,20240523,38.39,39.93,39.94
113049.SH,长汽转债,20240605,20240612,38.39,39.94,39.64
113049.SH,长汽转债,20250103,20250106,38.39,39.64,39.62
113049.SH,长汽转债,20250226,20250227,38.39,39.62,39.6
113049.SH,长汽转债,20250416,20250417,38.39,39.6,39.61
113049.SH,长汽转债,20250710,20250716,38.39,39.61,39.16
113049.SH,长汽转债,20260604,20260605,38.39,39.16,39.18
113049.SH,长汽转债,20260707,20260713,38.39,39.18,38.83
113050.SH,南银转债,20210610,20210611,10.1,,
113050.SH,南银转债,20220609,20220617,10.1,10.1,9.64
113050.SH,南银转债,20230615,20230621,10.1,9.64,9.11
113050.SH,南银转债,20240607,20240614,10.1,9.11,8.57
113050.SH,南银转债,20241025,20241101,10.1,8.57,8.22
113050.SH,南银转债,20250617,20250623,10.1,8.22,8.02
113051.SH,节能转债,20210617,20210621,4.05,,
113051.SH,节能转债,20220520,20220527,4.05,4.05,4.0
113051.SH,节能转债,20221128,20221129,4.05,4.0,3.61
113051.SH,节能转债,20230608,20230615,4.05,3.61,3.52
113051.SH,节能转债,20240613,20240619,4.05,3.52,3.44
113051.SH,节能转债,20250612,20250618,4.05,3.44,3.37
113051.SH,节能转债,20251017,20251023,4.05,3.37,3.33
113052.SH,兴业转债,20211223,20211224,25.51,,
113052.SH,兴业转债,20220609,20220616,25.51,25.51,24.48
113052.SH,兴业转债,20230613,20230619,25.51,24.48,23.29
113052.SH,兴业转债,20240703,20240709,25.51,23.29,22.25
113052.SH,兴业转债,20250616,20250620,25.51,22.25,21.19
