ts_code,bond_short_name,publish_date,change_date,convert_price_initial,convertprice_bef,convertprice_aft
127031.SZ,洋丰转债,20211221,20211221,20.13,19.94,17.76
127031.SZ,洋丰转债,20220510,20220517,20.13,17.76,17.57
127031.SZ,洋丰转债,20230516,20230523,20.13,17.57,17.38
127031.SZ,洋丰转债,20240103,20240103,20.13,17.38,17.69
127031.SZ,洋丰转债,20240514,20240521,20.13,17.69,17.39
127031.SZ,洋丰转债,20250513,20250520,20.13,17.39,17.09
127031.SZ,洋丰转债,20260521,20260528,20.13,17.09,16.89
127032.SZ,苏行转债,20210408,20210412,8.34,,
127032.SZ,苏行转债,20210521,20210527,8.34,8.34,8.1
127032.SZ,苏行转债,20220430,20220511,8.34,8.1,7.11
127032.SZ,苏行转债,20230524,20230531,8.34,7.11,6.78
127032.SZ,苏行转债,20240529,20240606,8.34,6.78,6.39
127032.SZ,苏行转债,20241108,20241118,8.34,6.39,6.19
127033.SZ,中装转2,20210414,20210416,6.33,,
127033.SZ,中装转2,20210610,20210617,6.33,6.33,6.28
127033.SZ,中装转2,20220429,20220428,6.33,6.28,6.31
127033.SZ,中装转2,20220714,20220721,6.33,6.31,6.29
127033.SZ,中装转2,20221230,20221230,6.33,6.29,5.14
127033.SZ,中装转2,20250521,20250521,6.33,5.14,4.8
127033.SZ,中装转2,20250809,20250811,6.33,4.8,3.79
127034.SZ,绿茵转债,20210428,20210430,12.38,,
127034.SZ,绿茵转债,20230525,20230531,12.38,12.38,12.04
127034.SZ,绿茵转债,20240527,20240531,12.38,12.04,11.79
127034.SZ,绿茵转债,20240612,20240612,12.38,11.79,11.76
127034.SZ,绿茵转债,20250529,20250606,12.38,11.76,11.51
127034.SZ,绿茵转债,20260529,20260604,12.38,11.51,11.21
127035.SZ,濮耐转债,20210524,20210526,4.43,,
127035.SZ,濮耐转债,20220630,20220707,4.43,4.43,4.38
127035.SZ,濮耐转债,20230701,20230710,4.43,4.38,4.32
127035.SZ,濮耐转债,20240614,20240620,4.43,4.32,4.25
127035.SZ,濮耐转债,20250704,20250711,4.43,4.25,4.2
127036.SZ,三花转债,20210528,20210601,21.55,,
127036.SZ,三花转债,20220429,20220511,21.55,21.55,21.4
127036.SZ,三花转债,20220916,20220922,21.55,21.4,21.3
127036.SZ,三花转债,20230603,20230609,21.55,21.3,21.1
127037.SZ,银轮转债,20210603,20210607,10.77,,
127037.SZ,银轮转债,20220621,20220627,10.77,10.77,10.69
127037.SZ,银轮转债,20230628,20230704,10.77,10.69,10.61
127037.SZ,银轮转债,20240514,20240520,10.77,10.61,10.51
127037.SZ,银轮转债,20250604,20250610,10.77,10.51,10.39
127037.SZ,银轮转债,20260516,20260522,10.77,10.39,10.27
127038.SZ,国微转债,20210608,20210610,137.78,,
127038.SZ,国微转债,20220818,20220824,137.78,137.78,98.18
127038.SZ,国微转债,20240617,20240624,137.78,98.18,97.51
127038.SZ,国微转债,20250619,20250626,137.78,97.51,97.3
127038.SZ,国微转债,20260623,20260630,137.78,97.3,96.99
127038.SZ,国微转债,20260724,20260724,137.78,96.99,97.01
127039.SZ,北港转债,20210625,20210629,8.35,,
127039.SZ,北港转债,20220513,20220520,8.35,8.35,8.17
127039.SZ,北港转债,20230511,20230517,8.35,8.17,8.0
127039.SZ,北港转债,20240509,20240513,8.35,8.0,7.8
127039.SZ,北港转债,20240530,20240606,8.35,7.8,7.6
127039.SZ,北港转债,20241115,20241115,8.35,7.6,7.59
127039.SZ,北港转债,20241116,20241122,8.35,7.59,7.44
127039.SZ,北港转债,20250521,20250528,8.35,7.44,7.39
127039.SZ,北港转债,20251015,20251022,8.35,7.39,7.31
127040.SZ,国泰转债,20210703,20210707,9.02,,
127040.SZ,国泰转债,20220520,20220526,9.02,9.02,8.77
127040.SZ,国泰转债,20230523,20230531,9.02,8.77,8.52
127040.SZ,国泰转债,20240613,20240620,9.02,8.52,8.22
127040.SZ,国泰转债,20241101,20241107,9.02,8.22,8.12
127040.SZ,国泰转债,20250612,20250619,9.02,8.12,7.82
127040.SZ,国泰转债,20251111,20251118,9.02,7.82,7.65
127040.SZ,国泰转债,20260530,20260608,9.02,7.65,7.35
127041.SZ,弘亚转债,20210708,20210712,38.09,,
127041.SZ,弘亚转债,20220617,20220623,38.09,38.09,26.84
127041.SZ,弘亚转债,20230525,20230601,38.09,26.84,26.44
127041.SZ,弘亚转债,20230927,20231011,38.09,26.44,25.84
127041.SZ,弘亚转债,20240614,20240621,38.09,25.84,25.24
127041.SZ,弘亚转债,20240912,20240912,38.09,25.24,18.0
127041.SZ,弘亚转债,20241011,20241018,38.09,18.0,17.7
127041.SZ,弘亚转债,20250607,20250613,38.09,17.7,17.3
127041.SZ,弘亚转债,20251014,20251022,38.09,17.3,17.0
127041.SZ,弘亚转债,20260520,20260527,38.09,17.0,16.4
127042.SZ,嘉美转债,20210805,20210809,4.87,,
127042.SZ,嘉美转债,20220524,20220530,4.87,4.87,4.86
127042.SZ,嘉美转债,20230601,20230608,4.87,4.86,4.85
127042.SZ,嘉美转债,20240118,20240124,4.87,4.85,4.62
127042.SZ,嘉美转债,20240521,20240528,4.87,4.62,4.59
127042.SZ,嘉美转债,20240830,20240906,4.87,4.59,4.58
127042.SZ,嘉美转债,20250520,20250527,4.87,4.58,4.57
127042.SZ,嘉美转债,20250922,20250926,4.87,4.57,4.55
127043.SZ,川恒转债,20210810,20210812,21.02,,
127043.SZ,川恒转债,20220429,20220505,21.02,21.02,20.9
127043.SZ,川恒转债,20220517,20220523,21.02,20.9,20.7
127043.SZ,川恒转债,20221123,20221125,21.02,20.7,20.68
127043.SZ,川恒转债,20230510,20230516,21.02,20.68,19.98
127043.SZ,川恒转债,20240110,20240111,21.02,19.98,19.71
127043.SZ,川恒转债,20240510,20240516,21.02,19.71,18.72
127043.SZ,川恒转债,20250308,20250310,21.02,18.72,18.73
127043.SZ,川恒转债,20250612,20250613,21.02,18.73,18.61
127043.SZ,川恒转债,20250614,20250623,21.02,18.61,17.41
127044.SZ,蒙娜转债,20210812,20210816,27.2,,
127044.SZ,蒙娜转债,20210923,20210924,27.2,27.2,27.07
127044.SZ,蒙娜转债,20220216,20220216,27.2,27.07,26.92
127044.SZ,蒙娜转债,20220630,20220706,27.2,26.92,26.63
127044.SZ,蒙娜转债,20221026,20221026,27.2,26.63,26.75
127044.SZ,蒙娜转债,20221230,20221230,27.2,26.75,26.72
127044.SZ,蒙娜转债,20230608,20230614,27.2,26.72,26.57
127044.SZ,蒙娜转债,20240622,20240701,27.2,26.57,26.27
127044.SZ,蒙娜转债,20241101,20241101,27.2,26.27,20.0
127044.SZ,蒙娜转债,20250619,20250626,27.2,20.0,19.8
127044.SZ,蒙娜转债,20250913,20250915,27.2,19.8,19.84
127044.SZ,蒙娜转债,20260611,20260618,27.2,19.84,19.76
127045.SZ,牧原转债,20210812,20210816,47.91,,
127045.SZ,牧原转债,20220324,20220325,47.91,47.91,47.71
127045.SZ,牧原转债,20220601,20220609,47.91,47.71,47.46
127045.SZ,牧原转债,20221222,20221223,47.91,47.46,47.26
127045.SZ,牧原转债,20230418,20230418,47.91,47.26,47.27
127045.SZ,牧原转债,20230704,20230704,47.91,47.27,47.28
127045.SZ,牧原转债,20230706,20230713,47.91,47.28,46.55
127045.SZ,牧原转债,20241220,20241220,47.91,46.55,46.56
127045.SZ,牧原转债,20241224,20241230,47.91,46.56,45.74
127045.SZ,牧原转债,20250620,20250626,47.91,45.74,45.18
127045.SZ,牧原转债,20251010,20251016,47.91,45.18,44.26
127045.SZ,牧原转债,20260206,20260206,47.91,44.26,43.8
127045.SZ,牧原转债,20260306,20260310,47.91,43.8,43.74
127045.SZ,牧原转债,20260521,20260527,47.91,43.74,43.32
127046.SZ,百润转债,20210925,20210929,66.89,,
127046.SZ,百润转债,20220121,20220124,66.89,66.89,66.83
127046.SZ,百润转债,20220609,20220616,66.89,66.83,47.44
127046.SZ,百润转债,20230719,20230719,66.89,47.44,47.45
127046.SZ,百润转债,20230821,20230825,66.89,47.45,46.95
127046.SZ,百润转债,20240730,20240730,66.89,46.95,46.96
127046.SZ,百润转债,20250527,20250605,66.89,46.96,46.66
127046.SZ,百润转债,20250910,20250910,66.89,46.66,46.68
127046.SZ,百润转债,20260304,20260304,66.89,46.68,20.68
127046.SZ,百润转债,20260319,20260319,66.89,20.68,20.63
127046.SZ,百润转债,20260528,20260605,66.89,20.63,20.33
127047.SZ,帝欧转债,20211021,20211025,13.53,,
127047.SZ,帝欧转债,20220527,20220602,13.53,13.53,13.33
127047.SZ,帝欧转债,20220721,20220721,13.53,13.33,13.34
127047.SZ,帝欧转债,20241101,20241101,13.53,13.34,5.1
127048.SZ,中大转债,20211022,20211026,22.1,,
127048.SZ,中大转债,20220520,20220527,22.1,22.1,16.77
127049.SZ,希望转2,20211029,20211102,14.45,,
127049.SZ,希望转2,20220914,20220915,14.45,14.45,14.4
127049.SZ,希望转2,20230724,20230725,14.45,14.4,14.39
127049.SZ,希望转2,20231228,20231228,14.45,14.39,10.6
127049.SZ,希望转2,20250705,20250707,14.45,10.6,10.61
127049.SZ,希望转2,20250718,20250725,14.45,10.61,10.59
127050.SZ,麒麟转债,20211109,20211111,34.85,,
127050.SZ,麒麟转债,20220422,20220429,34.85,34.85,34.68
127050.SZ,麒麟转债,20221115,20221115,34.85,34.68,28.52
127050.SZ,麒麟转债,20230829,20230830,34.85,28.52,28.67
127050.SZ,麒麟转债,20240116,20240116,34.85,28.67,28.66
127050.SZ,麒麟转债,20240412,20240419,34.85,28.66,20.2
127050.SZ,麒麟转债,20240510,20240510,34.85,20.2,20.16
127050.SZ,麒麟转债,20241015,20241021,34.85,20.16,19.95
127050.SZ,麒麟转债,20250624,20250630,34.85,19.95,19.66
127050.SZ,麒麟转债,20251031,20251110,34.85,19.66,19.36
127050.SZ,麒麟转债,20260616,20260616,34.85,19.36,15.12
127050.SZ,麒麟转债,20260627,20260703,34.85,15.12,15.07
127051.SZ,博杰转债,20211115,20211117,62.17,,
127051.SZ,博杰转债,20220607,20220613,62.17,62.17,61.82
127051.SZ,博杰转债,20220801,20220801,62.17,61.82,61.85
127051.SZ,博杰转债,20230816,20230816,62.17,61.85,61.87
127051.SZ,博杰转债,20240507,20240507,62.17,61.87,61.89
127051.SZ,博杰转债,20240813,20240813,62.17,61.89,26.82
127052.SZ,西子转债,20211222,20211224,28.08,,
127052.SZ,西子转债,20220514,20220520,28.08,28.08,27.89
127052.SZ,西子转债,20221011,20221011,28.08,27.89,18.8
127052.SZ,西子转债,20230609,20230615,28.08,18.8,18.7
127052.SZ,西子转债,20240516,20240523,28.08,18.7,18.6
127052.SZ,西子转债,20240626,20240626,28.08,18.6,11.2
127052.SZ,西子转债,20250522,20250529,28.08,11.2,11.0
127052.SZ,西子转债,20250812,20250812,28.08,11.0,10.99
127053.SZ,豪美转债,20220120,20220124,21.51,,
127053.SZ,豪美转债,20220428,20220509,21.51,21.51,21.29
127053.SZ,豪美转债,20230513,20230515,21.51,21.29,17.97
127053.SZ,豪美转债,20240914,20240924,21.51,17.97,17.73
127053.SZ,豪美转债,20250517,20250526,21.51,17.73,17.57
127053.SZ,豪美转债,20250924,20250924,21.51,17.57,17.23
127054.SZ,双箭转债,20220209,20220211,7.91,,
127054.SZ,双箭转债,20220519,20220527,7.91,7.91,7.71
127054.SZ,双箭转债,20230516,20230523,7.91,7.71,7.51
127054.SZ,双箭转债,20240420,20240429,7.91,7.51,7.26
127054.SZ,双箭转债,20250509,20250516,7.91,7.26,7.06
127054.SZ,双箭转债,20260528,20260604,7.91,7.06,6.96
127055.SZ,精装转债,20220218,20220222,23.52,,
127055.SZ,精装转债,20220616,20220621,23.52,23.52,19.1
127055.SZ,精装转债,20230530,20230605,23.52,19.1,18.5
127056.SZ,中特转债,20220223,20220225,25.0,,
127056.SZ,中特转债,20220408,20220418,25.0,25.0,24.2
127056.SZ,中特转债,20230413,20230420,25.0,24.2,23.5
127056.SZ,中特转债,20240430,20240510,25.0,23.5,22.94
127056.SZ,中特转债,20250429,20250509,25.0,22.94,22.43
127056.SZ,中特转债,20250930,20251015,25.0,22.43,22.23
127056.SZ,中特转债,20260515,20260521,25.0,22.23,21.78
127056.SZ,中特转债,20260723,20260723,25.0,21.78,13.89
127057.SZ,盘龙转债,20220301,20220303,26.59,,
127057.SZ,盘龙转债,20220525,20220531,26.59,26.59,26.41
127058.SZ,科伦转债,20220316,20220318,17.11,,
127058.SZ,科伦转债,20220507,20220516,17.11,17.11,16.69
127058.SZ,科伦转债,20220726,20220726,17.11,16.69,16.65
127058.SZ,科伦转债,20230509,20230515,17.11,16.65,16.04
127059.SZ,永东转2,20220406,20220408,8.86,,
127059.SZ,永东转2,20220527,20220606,8.86,8.86,8.65
127059.SZ,永东转2,20230614,20230621,8.86,8.65,8.63
127059.SZ,永东转2,20240620,20240626,8.86,8.63,8.49
127059.SZ,永东转2,20250610,20250617,8.86,8.49,8.34
127059.SZ,永东转2,20251222,20251225,8.86,8.34,8.16
127059.SZ,永东转2,20260530,20260608,8.86,8.16,8.11
127060.SZ,湘佳转债,20220415,20220419,42.56,,
127060.SZ,湘佳转债,20230531,20230608,42.56,42.56,42.36
127060.SZ,湘佳转债,20230921,20230928,42.56,42.36,30.26
127060.SZ,湘佳转债,20241112,20241113,42.56,30.26,29.88
127060.SZ,湘佳转债,20250108,20250114,42.56,29.88,29.68
127060.SZ,湘佳转债,20250523,20250530,42.56,29.68,21.13
127060.SZ,湘佳转债,20260521,20260529,42.56,21.13,21.03
127060.SZ,湘佳转债,20260724,20260724,42.56,21.03,13.8
127061.SZ,美锦转债,20220418,20220420,13.21,,
127061.SZ,美锦转债,20220601,20220609,13.21,13.21,13.01
127061.SZ,美锦转债,20220927,20220929,13.21,13.01,12.93
127061.SZ,美锦转债,20240626,20240626,13.21,12.93,5.26
127061.SZ,美锦转债,20260717,20260717,13.21,5.26,3.47
127062.SZ,垒知转债,20220419,20220421,7.82,,
127062.SZ,垒知转债,20220531,20220608,7.82,7.82,7.74
127062.SZ,垒知转债,20220727,20220727,7.82,7.74,7.75
127062.SZ,垒知转债,20230508,20230512,7.82,7.75,7.67
127062.SZ,垒知转债,20230915,20230915,7.82,7.67,7.68
127062.SZ,垒知转债,20240608,20240617,7.82,7.68,7.6
127062.SZ,垒知转债,20240622,20240624,7.82,7.6,7.66
127062.SZ,垒知转债,20240813,20240813,7.82,7.66,7.67
127062.SZ,垒知转债,20250607,20250613,7.82,7.67,7.59
127062.SZ,垒知转债,20260603,20260610,7.82,7.59,7.51
127062.SZ,垒知转债,20260708,20260708,7.82,7.51,7.56
127063.SZ,贵轮转债,20220420,20220422,4.6,,
127063.SZ,贵轮转债,20230602,20230608,4.6,4.6,4.4
127064.SZ,杭氧转债,20220517,20220519,28.69,,
127064.SZ,杭氧转债,20221129,20221202,28.69,28.69,28.68
127064.SZ,杭氧转债,20230426,20230508,28.69,28.68,27.88
127064.SZ,杭氧转债,20230919,20230926,28.69,27.88,27.68
127064.SZ,杭氧转债,20240409,20240409,28.69,27.68,27.69
127064.SZ,杭氧转债,20240508,20240515,28.69,27.69,26.89
127064.SZ,杭氧转债,20250508,20250515,28.69,26.89,26.59
127064.SZ,杭氧转债,20250618,20250618,28.69,26.59,25.98
127064.SZ,杭氧转债,20250721,20250721,28.69,25.98,26.07
127064.SZ,杭氧转债,20251017,20251023,28.69,26.07,25.97
127064.SZ,杭氧转债,20260602,20260609,28.69,25.97,25.67
127065.SZ,瑞鹄转债,20220618,20220622,17.36,,
127065.SZ,瑞鹄转债,20230617,20230628,17.36,17.36,17.06
127066.SZ,科利转债,20220706,20220708,159.35,,
127066.SZ,科利转债,20230118,20230118,159.35,159.35,159.22
127066.SZ,科利转债,20230513,20230519,159.35,159.22,158.92
127066.SZ,科利转债,20230810,20230815,159.35,158.92,152.2
127066.SZ,科利转债,20240516,20240524,159.35,152.2,150.7
127066.SZ,科利转债,20250523,20250530,159.35,150.7,148.7
127066.SZ,科利转债,20260522,20260529,159.35,148.7,146.2
127067.SZ,恒逸转2,20220719,20220721,10.5,,
127067.SZ,恒逸转2,20240620,20240626,10.5,10.5,10.41
127067.SZ,恒逸转2,20250613,20250620,10.5,10.41,10.36
127067.SZ,恒逸转2,20250711,20250711,10.5,10.36,10.37
127067.SZ,恒逸转2,20260608,20260615,10.5,10.37,10.32
127068.SZ,顺博转债,20220810,20220812,20.43,,
127068.SZ,顺博转债,20230425,20230505,20.43,20.43,20.38
127068.SZ,顺博转债,20230704,20230704,20.43,20.38,16.0
127068.SZ,顺博转债,20240411,20240415,20.43,16.0,14.81
127068.SZ,顺博转债,20240521,20240528,20.43,14.81,11.32
127068.SZ,顺博转债,20250522,20250529,20.43,11.32,11.27
127068.SZ,顺博转债,20260528,20260604,20.43,11.27,11.16
127068.SZ,顺博转债,20260709,20260709,20.43,11.16,10.0
127069.SZ,小熊转债,20220810,20220812,55.23,,
127069.SZ,小熊转债,20230523,20230530,55.23,55.23,54.44
127069.SZ,小熊转债,20231109,20231113,55.23,54.44,54.41
127069.SZ,小熊转债,20240523,20240530,55.23,54.41,53.22
127069.SZ,小熊转债,20241107,20241108,55.23,53.22,53.2
127069.SZ,小熊转债,20250619,20250626,55.23,53.2,52.21
127069.SZ,小熊转债,20251023,20251024,55.23,52.21,52.19
127069.SZ,小熊转债,20260303,20260303,55.23,52.19,52.21
127069.SZ,小熊转债,20260512,20260512,55.23,52.21,45.0
127069.SZ,小熊转债,20260521,20260528,55.23,45.0,43.71
127070.SZ,大中转债,20220813,20220817,11.36,,
127070.SZ,大中转债,20230509,20230516,11.36,11.36,11.06
127070.SZ,大中转债,20241023,20241029,11.36,11.06,10.96
127070.SZ,大中转债,20250620,20250626,11.36,10.96,10.76
127070.SZ,大中转债,20260623,20260630,11.36,10.76,10.56
127071.SZ,天箭转债,20220818,20220822,53.11,,
127071.SZ,天箭转债,20230620,20230630,53.11,53.11,53.02
127071.SZ,天箭转债,20240626,20240702,53.11,53.02,52.96
127071.SZ,天箭转债,20240923,20240930,53.11,52.96,52.94
127071.SZ,天箭转债,20250619,20250625,53.11,52.94,52.9
127071.SZ,天箭转债,20251025,20251031,53.11,52.9,52.88
127072.SZ,博实转债,20220920,20220922,15.81,,
127072.SZ,博实转债,20230704,20230711,15.81,15.81,15.56
127072.SZ,博实转债,20240612,20240620,15.81,15.56,15.31
127072.SZ,博实转债,20250612,20250620,15.81,15.31,15.06
127072.SZ,博实转债,20260630,20260708,15.81,15.06,14.81
127073.SZ,天赐转债,20220921,20220923,48.82,,
127073.SZ,天赐转债,20230509,20230516,48.82,48.82,48.22
127073.SZ,天赐转债,20230603,20230607,48.82,48.22,48.23
127073.SZ,天赐转债,20231026,20231026,48.82,48.23,48.25
127073.SZ,天赐转债,20231115,20231115,48.82,48.25,28.88
127073.SZ,天赐转债,20240423,20240429,48.82,28.88,28.58
127073.SZ,天赐转债,20240515,20240515,48.82,28.58,28.59
127073.SZ,天赐转债,20250215,20250217,48.82,28.59,28.6
127073.SZ,天赐转债,20250515,20250522,48.82,28.6,28.5
127074.SZ,麦米转2,20221011,20221013,30.99,,
127074.SZ,麦米转2,20230530,20230606,30.99,30.99,30.94
127074.SZ,麦米转2,20240710,20240716,30.99,30.94,30.58
127075.SZ,百川转2,20221017,20221019,10.36,,
127075.SZ,百川转2,20230509,20230515,10.36,10.36,10.31
127075.SZ,百川转2,20240806,20240806,10.36,10.31,8.18
127075.SZ,百川转2,20250422,20250430,10.36,8.18,8.12
127075.SZ,百川转2,20250515,20250515,10.36,8.12,7.53
127076.SZ,中宠转2,20221021,20221025,28.35,,
127076.SZ,中宠转2,20230518,20230524,28.35,28.35,28.3
127076.SZ,中宠转2,20240529,20240605,28.35,28.3,28.06
127076.SZ,中宠转2,20241119,20241125,28.35,28.06,27.81
127076.SZ,中宠转2,20250527,20250603,28.35,27.81,27.66
127076.SZ,中宠转2,20250808,20250814,28.35,27.66,27.46
127077.SZ,华宏转债,20221130,20221202,15.65,,
127077.SZ,华宏转债,20230526,20230601,15.65,15.65,15.45
127077.SZ,华宏转债,20230701,20230703,15.65,15.45,13.91
127077.SZ,华宏转债,20230802,20230802,15.65,13.91,13.92
127077.SZ,华宏转债,20240518,20240520,15.65,13.92,11.14
127078.SZ,优彩转债,20221212,20221214,7.35,,
127078.SZ,优彩转债,20230923,20231009,7.35,7.35,7.2
127078.SZ,优彩转债,20240605,20240613,7.35,7.2,7.15
127078.SZ,优彩转债,20241231,20250107,7.35,7.15,7.0
127078.SZ,优彩转债,20250612,20250619,7.35,7.0,6.6
127078.SZ,优彩转债,20250926,20251013,7.35,6.6,6.48
127078.SZ,优彩转债,20260512,20260520,7.35,6.48,6.31
127078.SZ,优彩转债,20260724,20260803,7.35,6.31,6.11
127079.SZ,华亚转债,20221214,20221216,69.39,,
127079.SZ,华亚转债,20230530,20230606,69.39,69.39,68.99
127079.SZ,华亚转债,20230703,20230703,69.39,68.99,55.69
127079.SZ,华亚转债,20240530,20240606,69.39,55.69,55.44
127079.SZ,华亚转债,20240618,20240621,69.39,55.44,54.89
127079.SZ,华亚转债,20241016,20241017,69.39,54.89,54.05
127079.SZ,华亚转债,20241120,20241121,69.39,54.05,52.92
127079.SZ,华亚转债,20250224,20250224,69.39,52.92,43.3
127079.SZ,华亚转债,20250605,20250612,69.39,43.3,30.71
127079.SZ,华亚转债,20251118,20251118,69.39,30.71,30.73
127079.SZ,华亚转债,20260602,20260609,69.39,30.73,30.48
127080.SZ,声迅转债,20221228,20221230,29.34,,
127080.SZ,声迅转债,20230613,20230619,29.34,29.34,29.14
127080.SZ,声迅转债,20240528,20240604,29.34,29.14,28.94
127081.SZ,中旗转债,20230301,20230303,30.27,,
127081.SZ,中旗转债,20230610,20230616,30.27,30.27,30.17
127081.SZ,中旗转债,20240531,20240607,30.27,30.17,30.02
127081.SZ,中旗转债,20240711,20240711,30.27,30.02,20.7
127081.SZ,中旗转债,20250523,20250529,30.27,20.7,14.76
127082.SZ,亚科转债,20230307,20230309,6.46,,
127082.SZ,亚科转债,20230522,20230526,6.46,6.46,6.22
127082.SZ,亚科转债,20230909,20230915,6.46,6.22,6.06
127082.SZ,亚科转债,20240523,20240530,6.46,6.06,5.74
127082.SZ,亚科转债,20240920,20240926,6.46,5.74,5.58
127082.SZ,亚科转债,20250523,20250529,6.46,5.58,5.38
127082.SZ,亚科转债,20250722,20250722,6.46,5.38,5.39
127082.SZ,亚科转债,20250917,20250923,6.46,5.39,5.29
127082.SZ,亚科转债,20260630,20260706,6.46,5.29,5.21
127082.SZ,亚科转债,20260729,20260729,6.46,5.21,5.22
127083.SZ,山路转债,20230322,20230324,8.17,,
127083.SZ,山路转债,20230620,20230629,8.17,8.17,8.01
127083.SZ,山路转债,20240709,20240716,8.17,8.01,7.83
127083.SZ,山路转债,20241017,20241023,8.17,7.83,7.81
127083.SZ,山路转债,20241219,20241225,8.17,7.81,7.8
127083.SZ,山路转债,20250704,20250704,8.17,7.8,7.81
127083.SZ,山路转债,20250711,20250717,8.17,7.81,7.64
127083.SZ,山路转债,20251018,20251024,8.17,7.64,7.62
127083.SZ,山路转债,20251218,20251224,8.17,7.62,7.61
127083.SZ,山路转债,20260630,20260706,8.17,7.61,7.42
127084.SZ,柳工转2,20230323,20230327,7.87,,
127084.SZ,柳工转2,20230615,20230621,7.87,7.87,7.77
127084.SZ,柳工转2,20240613,20240620,7.87,7.77,7.57
127084.SZ,柳工转2,20250619,20250626,7.87,7.57,7.3
127084.SZ,柳工转2,20260527,20260604,7.87,7.3,6.98
127085.SZ,韵达转债,20230407,20230411,12.15,,
127085.SZ,韵达转债,20230602,20230608,12.15,12.15,12.1
127085.SZ,韵达转债,20240531,20240607,12.15,12.1,11.93
127085.SZ,韵达转债,20250605,20250612,12.15,11.93,11.73
127085.SZ,韵达转债,20260611,20260617,12.15,11.73,11.53
127086.SZ,恒邦转债,20230608,20230612,11.46,,
127086.SZ,恒邦转债,20240604,20240612,11.46,11.46,11.33
127086.SZ,恒邦转债,20250604,20250612,11.46,11.33,11.19
127087.SZ,星帅转2,20230612,20230614,13.35,,
127087.SZ,星帅转2,20230926,20230926,13.35,13.35,13.36
127087.SZ,星帅转2,20240517,20240523,13.35,13.36,13.26
127087.SZ,星帅转2,20240719,20240719,13.35,13.26,8.1
127088.SZ,赫达转债,20230629,20230703,17.4,,
127088.SZ,赫达转债,20240307,20240307,17.4,17.4,17.39
127088.SZ,赫达转债,20240701,20240705,17.4,17.39,17.19
127088.SZ,赫达转债,20241127,20241128,17.4,17.19,17.0
127088.SZ,赫达转债,20241226,20250103,17.4,17.0,16.85
127088.SZ,赫达转债,20250911,20250917,17.4,16.85,16.75
127088.SZ,赫达转债,20251209,20251209,17.4,16.75,16.76
127088.SZ,赫达转债,20260708,20260715,17.4,16.76,16.56
127088.SZ,赫达转债,20260728,20260728,17.4,16.56,16.61
127089.SZ,晶澳转债,20230714,20230718,38.78,,
127089.SZ,晶澳转债,20231016,20231018,38.78,38.78,38.74
127089.SZ,晶澳转债,20240402,20240402,38.78,38.74,38.78
127089.SZ,晶澳转债,20240524,20240530,38.78,38.78,38.22
127089.SZ,晶澳转债,20250723,20250723,38.78,38.22,11.66
127089.SZ,晶澳转债,20260627,20260629,38.78,11.66,8.9
127090.SZ,兴瑞转债,20230720,20230724,26.3,,
127090.SZ,兴瑞转债,20231225,20240102,26.3,26.3,26.2
127090.SZ,兴瑞转债,20240530,20240606,26.3,26.2,25.9
127090.SZ,兴瑞转债,20250523,20250529,26.3,25.9,25.6
127090.SZ,兴瑞转债,20250923,20250930,26.3,25.6,25.5
127090.SZ,兴瑞转债,20260520,20260526,26.3,25.5,25.3
127091.SZ,科数转债,20230821,20230823,34.67,,
127091.SZ,科数转债,20240525,20240531,34.67,34.67,34.55
127091.SZ,科数转债,20241029,20241030,34.67,34.55,27.65
127092.SZ,运机转债,20230919,20230921,17.67,,
127092.SZ,运机转债,20240429,20240510,17.67,17.67,17.42
127092.SZ,运机转债,20240927,20240930,17.67,17.42,17.4
127092.SZ,运机转债,20250404,20250407,17.67,17.4,17.18
127092.SZ,运机转债,20250508,20250516,17.67,17.18,12.09
127092.SZ,运机转债,20260508,20260518,17.67,12.09,11.89
127092.SZ,运机转债,20260625,20260625,17.67,11.89,11.91
127093.SZ,章鼓转债,20231013,20231017,10.35,,
127093.SZ,章鼓转债,20240627,20240705,10.35,10.35,10.25
127093.SZ,章鼓转债,20250719,20250725,10.35,10.25,10.15
127093.SZ,章鼓转债,20260521,20260521,10.35,10.15,8.4
127093.SZ,章鼓转债,20260703,20260710,10.35,8.4,8.3
127094.SZ,红墙转债,20231014,20231018,10.89,,
127094.SZ,红墙转债,20240531,20240607,10.89,10.89,10.74
127094.SZ,红墙转债,20250612,20250619,10.89,10.74,10.44
127095.SZ,广泰转债,20231016,20231018,9.38,,
127095.SZ,广泰转债,20240419,20240419,9.38,9.38,9.4
127095.SZ,广泰转债,20240705,20240712,9.38,9.4,9.3
127095.SZ,广泰转债,20240919,20240925,9.38,9.3,9.25
127095.SZ,广泰转债,20250620,20250627,9.38,9.25,9.15
127095.SZ,广泰转债,20250926,20251013,9.38,9.15,9.07
127095.SZ,广泰转债,20260714,20260721,9.38,9.07,8.83
127096.SZ,泰坦转债,20231023,20231025,13.81,,
127096.SZ,泰坦转债,20240517,20240523,13.81,13.81,13.39
127096.SZ,泰坦转债,20250621,20250627,13.81,13.39,13.27
127096.SZ,泰坦转债,20260525,20260529,13.81,13.27,13.2
127097.SZ,三羊转债,20231024,20231026,37.65,,
127097.SZ,三羊转债,20240604,20240611,37.65,37.65,37.53
127097.SZ,三羊转债,20250619,20250625,37.65,37.53,37.43
127098.SZ,欧晶转债,20231122,20231124,45.91,,
